"Steueraufseher für Getränke, Steuerbote"	"kein_Trinken"
"Strauß als Zeichen des Ausschanks an Straußwirtschaften"	"kein_Trinken"
"Straußwirt, Wirt einer bescheidenen Schenke"	"kein_Trinken"
"Stube der Gastwirtschaft, in der ausgeschenkt wird"	"kein_Trinken"
"Stube neben dem Tanzsaal, in der getrunken wird"	"kein_Trinken"
"süffig"	"kein_Trinken"
"Suppe aus Wein, Eiergelb, Zucker, Zimmt u. gerösteten Brotwürfeln"	"kein_Trinken"
"Tafel auf die der Wirt Zechschulden notiert"	"kein_Trinken"
"Tannenzweig als Aushängeschild eines Wirtshauses"	"kein_Trinken"
"Tannenzweig als Gaststättenkennzeichen der Straußwirtschaften"	"kein_Trinken"
"Tisch im Gasthaus für vornehme Gäste"	"kein_Trinken"
"Tisch im Gasthaus, Stamtisch, auch runder Tisch"	"kein_Trinken"
"Tisch in der Gastwirtschaft, an dem ausgeschenkt wird"	"kein_Trinken"
"totaler Rausch"	"kein_Trinken"
"totsaufen"	"kein_Trinken"
"Trinker"	"kein_Trinken"
"Trinker, Alkoholiker"	"kein_Trinken"
"Trinker, Säufer"	"kein_Trinken"
"trinkfest"	"kein_Trinken"
"Trinkflasche"	"kein_Trinken"
"Trinkgelage"	"kein_Trinken"
"Trinkgeld"	"kein_Trinken"
"Trinkglas"	"kein_Trinken"
"Trunkenbold"	"kein_Trinken"
"Trunkenbold, Säufer"	"kein_Trinken"
"Trunkenheit"	"kein_Trinken"
"Trunkenheit, Rausch"	"kein_Trinken"
"Trunkenheit, Zustand des Betrunkenseins"	"kein_Trinken"
"Trunksucht"	"kein_Trinken"
"tüchtiger Trinker"	"kein_Trinken"
"u. n. Getränk- u. Flüssigkeitsmaß, die Halbe"	"kein_Trinken"
"über den Sperrstundentermin im Wirtshaus sitzen"	"kein_Trinken"
"übermäßiger Genuß von Schnaps"	"kein_Trinken"
"unangenehme Nachwehen eines Rausches"	"kein_Trinken"
"ungeschlachter, oft betrunkener Mensch"	"kein_Trinken"
"ungesüßt"	"kein_Trinken"
"unhöflicher Gastwirt"	"kein_Trinken"
"unnötig viel Geld verzehren, bes. im Wirtshaus"	"kein_Trinken"
"unsaubere Gastwirtschaft"	"kein_Trinken"
"unten spitzes, offenes Gerät, um Weinproben aus dem Faß zu nehmen"	"kein_Trinken"
"Unterlage für das Bierglas im Wirtshaus"	"kein_Trinken"
"unwiderstehlicher Drang nach Schnaps"	"kein_Trinken"
"verdorbene Kaffeebohne"	"kein_Trinken"
"verdursten"	"kein_Trinken"
"Vermerk des Wirts über konsumierte Getränke"	"kein_Trinken"
"verrufene Gastwirtschaft"	"kein_Trinken"
"verrufenes Haus, Spelunke"	"kein_Trinken"
"verschmachten"	"kein_Trinken"
"versoffener Kerl"	"kein_Trinken"
"Verwirrung, Betäubung, Taumel, Rausch"	"kein_Trinken"
"verzechen"	"kein_Trinken"
"viel Alkohol enthaltend von Wein, Bier"	"kein_Trinken"
"Viertele eine Flasche, die 0,25 l fassen kann, sodann der Inhalt einer solchen Flasche"	"kein_Trinken"
"völlig betrunken"	"kein_Trinken"
"volltrunken"	"kein_Trinken"
"volltrunken, besoffen"	"kein_Trinken"
"vom Alkoholgenuß"	"kein_Trinken"
"vom ausgiebigen Alkoholgenuß"	"kein_Trinken"
"vom Hang zum Alkohol"	"kein_Trinken"
"vom Rausch"	"kein_Trinken"
"vom Satz durch Gießen entfernen"	"kein_Trinken"
"vom Trinker"	"kein_Trinken"
"vom Wein: sauer"	"kein_Trinken"
"vom Weingenuß gerötetes Gesicht"	"kein_Trinken"
"vom Zustand des Betrunkenen"	"kein_Trinken"
"von der belebenden Wirkung des Alkohols"	"kein_Trinken"
"von der Trinkernase"	"kein_Trinken"
"von einem Wirtshaus ins andere gehen"	"kein_Trinken"
"von sehr starkem Bohnenkaffee"	"kein_Trinken"
"von Trunkenheit oder Trunksucht zeugend"	"kein_Trinken"
"Vorrichtung am Faß zum Ablassen von Wein, Bier usw."	"kein_Trinken"
"wankend gehen von Betrunkenen"	"kein_Trinken"
"wässerig, von Getränken, Früchten"	"kein_Trinken"
"Wein ausschenken"	"kein_Trinken"
"Wein etc. vom Zapfhahn in Trink, AusschenkGefäße laufen lassen"	"kein_Trinken"
"Wein mit Wasser durchsetzen"	"kein_Trinken"
"Wein schenken"	"kein_Trinken"
"Wein, Bier vom Zapfen schenken"	"kein_Trinken"
"Weinausschank"	"kein_Trinken"
"Weinausschank des örtlichen Winzervereines"	"kein_Trinken"
"Weinausschank, Ort und Recht des Weinausschankes"	"kein_Trinken"
"Weinessig"	"kein_Trinken"
"Weinflasche"	"kein_Trinken"
"Weinglas für 18 Liter"	"kein_Trinken"
"Weinglas Küferspr"	"kein_Trinken"
"Weinrausch"	"kein_Trinken"
"Weinschenke"	"kein_Trinken"
"Weintrinker, Zechbruder"	"kein_Trinken"
"Weinwirtschaft"	"kein_Trinken"
"weiße Wein-Flasche, drei Viertel Liter enthaltend"	"kein_Trinken"
"wenn der letzte Pfennig vertrunken wird"	"kein_Trinken"
"wenn man 14 Liter Wein u.ä. trinkt"	"kein_Trinken"
"wer bis in die späte Nacht im Wirtshaus sitzt"	"kein_Trinken"
"wer ein Gasthaus mit Ausschank betreibt"	"kein_Trinken"
