xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Konzept_gemappt
PF04256	Voll-milch	Vollmilch	Substantiv	-	Vollmilch	['Vollmilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Vollmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Vollmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
PF04532	Vor-lauf	Vorlauf	Substantiv	2	der beim Brennen zuerst ausfließende, sehr starke und ungenießbare Branntwein	['der beim Brennen zuerst ausfließende', 'sehr starke und ungenießbare Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PF05096	Frei-bier	Freibier	Substantiv	-	Freibier	['Freibier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Freibier	kein_Trinken				kein_Trinken
PF05493	Frühjahrs-tee	Frühjahrstee	Substantiv	-	Tee von den im Frühling blühenden Blumen und Kräutern	['Tee von den im Frühling blühenden Blumen und Kräutern']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
PF05503	Früh-messe	Frühmesse	Substantiv	2a	Frühschoppen	['Frühschoppen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk			Frühschoppen	kein_Trinken				kein_Trinken
PF05529	Fuchs	Fuchs	Substantiv	x2d'g	rötlicher Wein	['rötlicher Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PF05806	Fusel	Fusel	Substantiv	1.1	schlechter Branntwein	['schlechter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; 
PF05806	Fusel	Fusel	Substantiv	1.2	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; 
PG00215	Gamaschen-wasser	Gamaschenwasser	Substantiv	-	Tee	['Tee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee			Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee
PG00294	Gänsefüßer-wein	Gänsefüßerwein	Substantiv		Wein aus Gänsefüßertrauben hergestellt	['Wein aus Gänsefüßertrauben hergestellt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PG00355	Gänse-wein	Gänsewein	Substantiv	-	Wasser	['Wasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Gänsewein	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PG00486	Gartenhäusel-trauben	Gartenhäuseltrauben	Substantiv	-	wilder Wein	['wilder Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PG00743	Gauls-, Gäuls-milch	Gaulsmilch, Gäulsmilch	Substantiv	-	Stutenmilch	['Stutenmilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Stutenmilch	kein_Trinken				kein_Trinken
PG00886	Gebirgs-wein	Gebirgswein	Substantiv	-	Gebirgswein	['Gebirgswein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Gebirgswein	kein_Trinken				kein_Trinken
PG00935	Ge-bruttel	Gebruttel	Substantiv	2	Kaffeegetränk, in dem Rückstände schwimmen	['Kaffeegetränk', 'in dem Rückstände schwimmen']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PG01375	Geißen-milch, Geiß-milch	Geißenmilch, Geißmilch	Substantiv	1	Ziegenmilch	['Ziegenmilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Ziegenmilch	kein_Trinken				kein_Trinken
PG01528	Ge-lapper	Gelapper	Substantiv	x	Sauermilch	['Sauermilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
PG01529	Ge-läpper	Geläpper	Substantiv	-	häufiges Trinken	['häufiges Trinken']	Trinken.Häufig_lange_trinken								
PG01943	Ge-plämpels	Geplämpels	Substantiv	-	Apfelwein	['Apfelwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Apfelwein	kein_Trinken				kein_Trinken
PG02180	Gersten-brühe	Gerstenbrühe	Substantiv	-	Bier	['Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
PG02187	Gersten-kaffee	Gerstenkaffee	Substantiv	-	Kaffeeersatz aus gerösteten Gerstenkörnern	['Kaffeeersatz aus gerösteten Gerstenkörnern']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Gerstenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee						Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; 
PG02499	Gesinde-wein, Gesind-wein	Gesindewein, Gesindwein	Substantiv	-	minderwertiger Wein	['minderwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	Gesöff, Gesöffs, Gesüff, Gesüffs	Substantiv	1	schlechtes, minderwertiges Getränk	['schlechtes', 'minderwertiges Getränk']	Getränk	Gesöff	Getränk						Getränk; 
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	Gesöff, Gesöffs, Gesüff, Gesüffs	Substantiv	2	Getränk	['Getränk']	Getränk	Gesöff	Getränk	Getränk	Getränk				Getränk
PG02609	Gesundheits-tee	Gesundheitstee	Substantiv	-	Tee von Heilkräutern	['Tee von Heilkräutern']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
PG02634	Ge-tränk	Getränk	Substantiv	1	Getränk für den Menschen	['Getränk für den Menschen']	Getränk	Getränk	Getränk						Getränk; 
PG02934	Gichtrosen-wein	Gichtrosenwein	Substantiv	x	Wein aus Gichtrosen	['Wein aus Gichtrosen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PG03154	Glas	Glas	Substantiv	3b	Inhalt des Trinkglases	['Inhalt des Trinkglases']	Getränk								
PG03529	Gocko	Gocko	Substantiv	2	Branntwein	['Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PG03653	Gori	Gori	Substantiv	2.2	Branntwein	['Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PG03653	Gori	Gori	Substantiv	2.1	geringer Wein, gärender Tresterwein	['geringer Wein', 'gärender Tresterwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PG04443	Grundbirnen-branntwein, Grundbirn-branntwein	Grundbirnenbranntwein, Grundbirnbranntwein	Substantiv	-	Kartoffelschnaps	['Kartoffelschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kartoffelschnaps	kein_Trinken				kein_Trinken
PG04446	Grundbirnen-bumpes, Grundbirn-bumpes	Grundbirnenbumpes, Grundbirnbumpes	Substantiv	2	Kartoffelschnaps	['Kartoffelschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kartoffelschnaps	kein_Trinken				kein_Trinken
PG04457	Grundbirnen-fusel, Grundbirn-fusel	Grundbirnenfusel, Grundbirnfusel	Substantiv	-	Kartoffelschnaps	['Kartoffelschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kartoffelschnaps	kein_Trinken				kein_Trinken
PG04532	Grundbirnen-schnaps, Grundbirn-schnaps	Grundbirnenschnaps, Grundbirnschnaps	Substantiv	-	Kartoffelschnaps	['Kartoffelschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kartoffelschnaps	kein_Trinken				kein_Trinken
PG04644	Grün-kopf	Grünkopf	Substantiv	2b	Flaschenwein	['Flaschenwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Flaschenwein	kein_Trinken				kein_Trinken
PG04677	Gruscheln-wein, Gruschel-wein	Gruschelnwein, Gruschelwein	Substantiv	-	Stachelbeerwein	['Stachelbeerwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Stachelbeerwein	kein_Trinken				kein_Trinken
PG04698	Grusselbeeren-wein, Grusselbeer-wein	Grusselbeerenwein, Grusselbeerwein	Substantiv	-	Stachelbeerwein	['Stachelbeerwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Stachelbeerwein	kein_Trinken				kein_Trinken
PG04745	Gückes	Gückes	Substantiv	2	Branntwein, Kartoffelschnaps	['Branntwein', 'Kartoffelschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Branntwein	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PG04745	Gückes	Gückes	Substantiv	1	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PG04783	Gullianer	Gullianer	Substantiv	-	minderwertiger Wein	['minderwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH00238	Häfelchens-wein	Häfelchenswein	Substantiv	-	geringerer Wein, der im irdenen Milchtopf aus dem Keller geholt wird	['geringerer Wein, der im irdenen Milchtopf aus dem Keller geholt wird']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH00710	Halsrosen-tee	Halsrosentee	Substantiv	-	Tee aus der Halsrose	['Tee aus der Halsrose']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
PH00784	Hammels-milch, Hammel-milch	Hammelsmilch, Hammelmilch	Substantiv	-	Schafsmilch	['Schafsmilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Schafsmilch	kein_Trinken				kein_Trinken
PH00898	Händel-stifter	Händelstifter	Substantiv	2	starker Wein	['starker Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH01153	Hannes-setz-dich	Hannessetzdich	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH01178	Hansel, Hänsel	Hansel, Hänsel	Substantiv	x3	schales Bier, Tropfbier	['schales Bier', 'Tropfbier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PH01730	Haupt-wein	Hauptwein	Substantiv	-	Qualitätswein	['Qualitätswein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Qualitätswein	kein_Trinken				kein_Trinken
PH01743	Haus-blume	Hausblume	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	['geringer Wein für den täglichen Hausgebrauch']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH01768	Hausfriedens-bruch	Hausfriedensbruch	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	['geringer Wein für den täglichen Hausgebrauch']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH01833	Haus-mops	Hausmops	Substantiv	-	Wein minderer Qualität für den Hausgebrauch	['Wein minderer Qualität für den Hausgebrauch']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH01844	Haus-rebe	Hausrebe	Substantiv	-	Spalierwein am Haus	['Spalierwein am Haus']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH01887	Haus-trunk, -trank	Haustrunk, Haustrank	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	['geringer Wein für den täglichen Hausgebrauch']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH02010	Heckenbeeren-tee	Heckenbeerentee	Substantiv	-	Brombeerentee	['Brombeerentee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee			Brombeerentee	kein_Trinken				kein_Trinken
PH02173	Heidelbeeren-saft, Heidelbeer-saft	Heidelbeerensaft, Heidelbeersaft	Substantiv	-	Heidelbeerensaft, Heidelbeersaft	['Heidelbeerensaft', 'Heidelbeersaft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PH02174	Heidelbeeren-schnaps, Heidelbeer-schnaps	Heidelbeerenschnaps, Heidelbeerschnaps	Substantiv	-	aus Heidelbeeren gebrannter Schnaps	['aus Heidelbeeren gebrannter Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PH02180	Heidelbeeren-wein, Heidelbeer-wein	Heidelbeerenwein, Heidelbeerwein	Substantiv	-	Heidelbeerenwein, Heidelbeerwein	['Heidelbeerenwein', 'Heidelbeerwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH03353	Herrgotts-wein, Herrgott-wein	Herrgottswein, Herrgottwein	Substantiv	-	Wasser	['Wasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PH03873	Herum-trunk	Herumtrunk	Substantiv		Umtrunk	['Umtrunk']	Trinken			Umtrunk	kein_Trinken				kein_Trinken
PH04398	Hick-auf	Hickauf	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH04458	Himbeeren-saft, Himbeer-saft	Himbeerensaft, Himbeersaft	Substantiv	1	Saft aus Himbeeren	['Saft aus Himbeeren']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PH04462	Himbeeren-wasser, Himbeer-wasser	Himbeerenwasser, Himbeerwasser	Substantiv	-	mit Himbeerensaft gesüßtes Wasser	['mit Himbeerensaft gesüßtes Wasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink								
PH04463	Himbeeren-wein, Himbeer-wein	Himbeerenwein, Himbeerwein	Substantiv	-	Wein aus Himbeeren oder Brombeeren	['Wein aus Himbeeren oder Brombeeren']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH04545	Himmels-wein	Himmelswein	Substantiv	-	himmlischer Wein (im Kinderspiel)	['himmlischer Wein (im Kinderspiel)']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH05861	Hochzeits-wein, Hochzeit-wein	Hochzeitswein, Hochzeitwein	Substantiv	-	Wein für das Hochzeitsfest	['Wein für das Hochzeitsfest']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH05992	Hohen-astheimer	Hohenastheimer	Substantiv	1	Apfel- oder Birnenwein	['Apfel- oder Birnenwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH05992	Hohen-astheimer	Hohenastheimer	Substantiv	2	gepanschter Wein	['gepanschter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH06079	Holderbeeren-wein	Holderbeerenwein	Substantiv	-	Wein aus Holunderbeeren	['Wein aus Holunderbeeren']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH06081	Holderblüten-tee, Holunderblüten-	Holderblütentee, Holunderblütentee	Substantiv	-	Tee aus Holunderblüten	['Tee aus Holunderblüten']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
PH06092	Holder-saft	Holdersaft	Substantiv	-	Saft aus Holunderbeeren	['Saft aus Holunderbeeren']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PH06176	Holzapfel-brühe	Holzapfelbrühe	Substantiv		saurer Wein	['saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH06407	Honig-likör	Honiglikör	Substantiv	-	Likör, mit Honig gesüßt	['Likör', 'mit Honig gesüßt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Likör	mit Honig gesüßt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PH06408	Honig-limonade	Honiglimonade	Substantiv	-	mit Honig gesüßte Limonade	['mit Honig gesüßte Limonade']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink								
PH06423	Honig-schnaps	Honigschnaps	Substantiv	-	mit Honig gesüßter Schnaps	['mit Honig gesüßter Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PH06433	Honig-wasser	Honigwasser	Substantiv	-	mit Honig gesüßtes Wasser	['mit Honig gesüßtes Wasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink								
PH06435	Honig-wein	Honigwein	Substantiv	-	Perlwein aus Wasser, Honig und Hefe	['Perlwein aus Wasser', 'Honig und Hefe']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Honigwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; 
PH07546	Husaren-kaffee	Husarenkaffee	Substantiv	-	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PH07666	Hutzel-brühe	Hutzelbrühe	Substantiv	2b	schlechter Kaffee	['schlechter Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PH07666	Hutzel-brühe	Hutzelbrühe	Substantiv		süßer Wein	['süßer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PH07684	Hypotheken-tilger	Hypothekentilger	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PI00290	Item-wein	Itemwein	Substantiv	-	Wein, der bei der Versteigerung von Grundstücken ausgegeben wird	['Wein, der bei der Versteigerung von Grundstücken ausgegeben wird']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PJ00026	Jagd-fäßchen	Jagdfäßchen	Substantiv	-	kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt	['kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PJ00101	Jakob	Jakob	Substantiv	2e	Apfelwein minderer Sorte, Haustrunk	['Apfelwein minderer Sorte', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PJ00111	Jakob-setz-dich	Jakobsetzdich	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PJ00156	Jankes	Jankes	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PJ00223	Jekuff	Jekuff	Substantiv	-	Umtrunk, das sich Zutrinken	['Umtrunk, das sich Zutrinken']	Trinken								
PJ00310	Johannisbeer-wein	Johannisbeerwein	Substantiv	-	Wein aus Johannisbeeren	['Wein aus Johannisbeeren']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PJ00352	Johannistrauben-saft	Johannistraubensaft	Substantiv	-	Saft aus Johannisbeeren	['Saft aus Johannisbeeren']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PJ00355	Johannistrauben-wasser	Johannistraubenwasser	Substantiv	-	Wasser mit Johannisbeerensaft	['Wasser mit Johannisbeerensaft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink								
