xml:id	Lemma	Wortart	Level	Definition	Konzept
EW01297	Wäsch  I	f.	3.	Weinstein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EW01308	Wäscht(e)	f.	3.	Tränke, welche man dem Rindvieh gibt, bestehend aus Kleie mit Wasser und Rapskuchen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
EW01379	watten		1.	waten, mit grossen Schritten mühselig, plump gehen, bes. in Dreck, Wasser, auf nassem Boden oder feuchten Wiesen, auch im Futter- oder Kornacker	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
EZ00046	zëchen		2.	trinken	Trinken
EZ00093	Ziger		1.	weisser Käse, Quark, der aus der Sauermilch bereitet wird; mit Rahm und Kümmel, ein beliebtes Essen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
EZ00154	ziehe(n),		2.	gierig trinken	Trinken
EZ00154	ziehe(n),		14.	Wasser absondern, von gesalzenem Rettig, Gurkensalat, gedämpftem grünem Gemüse, von einem nässenden Hautausschlag	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
EZ00219	Zucker II		2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
EZ00294	Ziemer,	m.	3.	Krammetsvogel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EZ00453	zäpfen		2.	ein Fass) anstechen; vom Fass trinken; trinken überhaupt (scherzh	Trinken
EZ00453	zäpfen		4.	bei einem Wassersüchtigen das Wasser holen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
EZ00453	zäpfen		5.	Wasser lassen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
