xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Satzwurzel	Konzept_Satzwurzel	Konzept_gemappt
EH00857	Hahn(e)	Hahne, Hahn	Substantiv	3.	Wirtshaus zum Hahn	['Wirtshaus zum Hahn']	kein_Trinken										kein_Trinken
EH00857	Hahn(e)	Hahne, Hahn	Substantiv	5.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EH01228	hops	hops	Adjektiv	3.	ist angetrunken	['ist angetrunken']	kein_Trinken								antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
EH01237	Hüps	Hüps	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EH01413	Schrëpfhörnle, Schrëpfhörnel	Schrëpfhörnle, Schrëpfhörnel	Substantiv	2.	kleines Bierglas	['kleines Bierglas']	kein_Trinken										kein_Trinken
EH01490	Hirz	Hirz	Substantiv	4.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EH01490	Hirz	Hirz	Substantiv	5.	Wirtshausschild	['Wirtshausschild']	kein_Trinken			Wirtshausschild	kein_Trinken						kein_Trinken
EH01600	Wirtshus	Wirtshus	Substantiv		Wirtschaft, Gastwirtschaft	['Wirtschaft', 'Gastwirtschaft']	kein_Trinken										kein_Trinken
EH01674	Hutt(e)	Hutte, Hutt	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EH01683	Hut	Hut	Substantiv	3.	Haut auf der Milch	['Haut auf der Milch']	kein_Trinken										kein_Trinken
EJ00209	jästig, jastig	jästig, jastig	Adjektiv	1.	in Gärung begriffen, brausend (Wein)	['in Gärung begriffen', 'brausend (Wein)']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EK00019	Keib	Keib	Substantiv	4.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK00064	Schöpfkübel	Schöpfkübel	Substantiv	1.	kleiner hölzerner Kübel zum Schöpfen von Wasser oder Wein	['kleiner hölzerner Kübel zum Schöpfen von Wasser oder Wein']	kein_Trinken										kein_Trinken
EK00069	Kachel(e)	Kachele, Kachel	Substantiv	2.	irdenes Gefäss, Topf, mit rundem Boden und senkrechten Wänden, bes. zum Aufbewahren von Milch; Schüssel, grosse Kaffeetasse; Nachtgeschirr; Isolator der Telegraphenstange	['irdenes Gefäss', 'Topf', 'mit rundem Boden und senkrechten Wänden', 'bes. zum Aufbewahren von Milch', 'Schüssel', 'grosse Kaffeetasse', 'Nachtgeschirr', 'Isolator der Telegraphenstange']	kein_Trinken										kein_Trinken
EK00182	Kaffee, Kaffi	Kaffee, Kaffi	Substantiv	2.	Kaffeehaus	['Kaffeehaus']	kein_Trinken	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffeehaus	kein_Trinken						Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
EK00185	Kaffinell	Kaffinell	Substantiv	2.	Kaffeeschwester	['Kaffeeschwester']	kein_Trinken			Kaffeeschwester	kein_Trinken						kein_Trinken
EK00193	Käfer	Käfer	Substantiv	2.	leichter Rausch	['leichter Rausch']	kein_Trinken										kein_Trinken
EK00380	verkalchen	verkalchen	Verb	2.	(den Kaffee) überzuckern	['(den Kaffee) überzuckern']	kein_Trinken										kein_Trinken
EK00427	Kam(e)rad	Kamerad, Kamrad	Substantiv	5.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK00555	Kann	Kann	Substantiv	1.	Kännchen, auch für Milch, Petrol u. s. w., bes. aber für Bier; ein Zehntel Liter enthaltend. In früherer Zeit wurde das Bier in Krügen aus Steingut, mit dem Zeichen	['Kännchen', 'auch für Milch', 'Petrol u. s. w.', 'bes. aber für Bier', 'ein Zehntel Liter enthaltend. In früherer Zeit wurde das Bier in Krügen aus Steingut', 'mit dem Zeichen']	kein_Trinken								Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
EK00577	Kanon(e)	Kanone, Kanon	Substantiv	3.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK00942	Inkehr	Inkehr	Substantiv		Einkehr	['Einkehr']	kein_Trinken			Einkehr	kein_Trinken						kein_Trinken
EK00947	i(n) kehren	in kehren, i kehren	Verb	1.	einkehren	['einkehren']	kein_Trinken			einkehren	kein_Trinken						kein_Trinken
EK01253	Kasten	Kasten	Substantiv	11.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK01280	Kist(e)	Kiste, Kist	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK01313	Käter	Käter	Substantiv		Weinrausch	['Weinrausch']	kein_Trinken			Weinrausch	kein_Trinken						kein_Trinken
EK01340	Kittel	Kittel	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK01385	Kuttel	Kuttel	Substantiv	4.	dicke Person, Fresser, Säufer	['dicke Person', 'Fresser', 'Säufer']	kein_Trinken										kein_Trinken
EK01714	klutteren	klutteren	Verb	1.	plätschern, in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen, z. B. beim Sieden, beim Sprudeln einer Quelle, beim Einschenken aus einer Flasche, beim Waschen, bes. beim Spielen im Wasser	['plätschern', 'in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen', 'z. B. beim Sieden', 'beim Sprudeln einer Quelle', 'beim Einschenken aus einer Flasche', 'beim Waschen', 'bes. beim Spielen im Wasser']	kein_Trinken					plätschern	in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen; z. B. beim Sieden; beim Sprudeln einer Quelle; beim Einschenken aus einer Flasche; beim Waschen; bes. beim Spielen im Wasser	Trinken.Alkohol_trinken	Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Trinken.Alkohol_trinken
EK01976	knautschen, knotschen	knautschen, knotschen	Verb	4.	Wein mit Wasser vermengen	['Wein mit Wasser vermengen']	kein_Trinken										kein_Trinken
EK02087	Krueg	Krueg	Substantiv	2.	Trunkenbold, Säufer	['Trunkenbold', 'Säufer']	kein_Trinken										kein_Trinken
EK02120	Krall(e)	Kralle, Krall	Substantiv	2.	Luftbläschen auf Wein od. Branntwein	['Luftbläschen auf Wein od. Branntwein']	kein_Trinken										kein_Trinken
EK02258	krärzen	krärzen	Verb	2.	prickeln (vom gährenden neuen Wein)	['prickeln (vom gährenden neuen Wein)']	kein_Trinken										kein_Trinken
EK02568	Kräz(en)	Kräzen, Kräz	Substantiv	5.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EK02580	Kritzer	Kritzer	Substantiv	4.	kleiner Rausch	['kleiner Rausch']	kein_Trinken										kein_Trinken
EL00342	Lader	Lader	Substantiv	2.	Dampf, Rausch	['Dampf', 'Rausch']	kein_Trinken										kein_Trinken
EL00344	Lading	Lading	Substantiv	3.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EL00532	Durchluft	Durchluft	Substantiv	1.	Wirtshaus	['Wirtshaus']	kein_Trinken			Wirtshaus	kein_Trinken						kein_Trinken
EL00559	Winlogel	Winlogel	Substantiv	2.	Trunkenbold, Schimpfn. für einen Bewohner der oberels. Weingegend	['Trunkenbold', 'Schimpfn. für einen Bewohner der oberels. Weingegend']	kein_Trinken										kein_Trinken
EL00683	lack	lack	Adjektiv	2.	wässerig, von Getränken, Früchten	['wässerig', 'von Getränken', 'Früchten']	kein_Trinken								Getränk	Getränk	Getränk
EL00824	Lump	Lump	Substantiv		Lump, Verschwender, Trunkenbold, schlechter Mensch	['Lump', 'Verschwender', 'Trunkenbold', 'schlechter Mensch']	kein_Trinken										kein_Trinken
EL00827	lumpen	lumpen	Verb		nichts arbeiten und statt dessen im Wirtshaus liegen und trinken	['nichts arbeiten und statt dessen im Wirtshaus liegen und trinken']	kein_Trinken										kein_Trinken
EL00951	Lind(en)	Linden, Lind	Substantiv	2.	Wirtshausschild	['Wirtshausschild']	kein_Trinken			Wirtshausschild	kein_Trinken						kein_Trinken
EL01034	Füchtlappen	Füchtlappen	Substantiv		Trinker	['Trinker']	kein_Trinken			Trinker	kein_Trinken						kein_Trinken
EL01180	Lappenlur(e), Lappenlür	Lappenlure, Lappenlur, Lappenlür	Substantiv	3.	Kaffeeschwester	['Kaffeeschwester']	kein_Trinken			Kaffeeschwester	kein_Trinken						kein_Trinken
EL01229	usen	usen	Verb	1.	ablassen (Wein)	['ablassen (Wein)']	kein_Trinken										kein_Trinken
EL01574	Wirtslüt	Wirtslüt	Substantiv		Wirt und Wirtin	['Wirt und Wirtin']	kein_Trinken										kein_Trinken
EM00635	Mëmmi	Mëmmi	Substantiv	2.	Trinker	['Trinker']	kein_Trinken			Trinker	kein_Trinken						kein_Trinken
EM00899	mapull	mapull	Adjektiv	2.	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
EM01245	Fëldmësser 	Fëldmësser	Substantiv	2.	Betrunkener	['Betrunkener']	kein_Trinken			Betrunkener	kein_Trinken						kein_Trinken
EN00031	Nëbel	Nëbel	Substantiv	3.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EN00094	nüechter(e)n	nüechteren, nüechtern	Adjektiv	1a)	in der Tagesfrühe weder Speise noch Trank zu sich genommen habend	['in der Tagesfrühe weder Speise noch Trank zu sich genommen habend']	kein_Trinken								nehmen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
EN00478	Schnapsnas(e)	Schnapsnase, Schnapsnas	Substantiv		rote Nase eines Säufers	['rote Nase eines Säufers']	kein_Trinken										kein_Trinken
EN00481	Sufnas	Sufnas	Substantiv		Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
EP00149	Buch II	Buch	Substantiv	2.	Bauch einer Flasche	['Bauch einer Flasche']	kein_Trinken										kein_Trinken
EP00202	Büchs(e)	Büchse, Büchs	Substantiv	3.	Flasche	['Flasche']	kein_Trinken			Flasche	kein_Trinken						kein_Trinken
EP00379	Bügel	Bügel	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EP00542	bocken	bocken	Verb	4.	übel riechen; schlecht schmecken, vom weichen Wein	['übel riechen', 'schlecht schmecken', 'vom weichen Wein']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EP00645	Boll II	Boll	Substantiv	2.	Gefäß, in dem Glühwein aufgetragen wird	['Gefäß', 'in dem Glühwein aufgetragen wird']	kein_Trinken										kein_Trinken
EP00919	bamberschieren	bamberschieren	Verb		unnötig viel Geld verzehren, bes. im Wirtshaus	['unnötig viel Geld verzehren', 'bes. im Wirtshaus']	kein_Trinken										kein_Trinken
EP00922	Bample, Bampel	Bample, Bampel	Substantiv	†7.	Flasche	['Flasche']	kein_Trinken			Flasche	kein_Trinken						kein_Trinken
EP01053	Kaffebohn(e)	Kaffebohne, Kaffebohn	Substantiv		Kaffeebohne	['Kaffeebohne']	kein_Trinken			Kaffeebohne	kein_Trinken						kein_Trinken
EP01137	Strumpfbëndel 	Strumpfbëndel	Substantiv	2.	Schaum auf dem Bier	['Schaum auf dem Bier']	kein_Trinken										kein_Trinken
EP01174	Bunden, Punten	Bunden, Punten	Substantiv	3.	Korkstopfen auf der Flasche	['Korkstopfen auf der Flasche']	kein_Trinken										kein_Trinken
EP01191	Bëngel	Bëngel	Substantiv	3.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EP01282	bun(t)schen, bunzen	buntschen, bunschen, bunzen	Substantiv	4.	(Wein) fälschen, mit Wasser versetzen Westhalten	['(Wein) fälschen', 'mit Wasser versetzen Westhalten']	kein_Trinken										kein_Trinken
EP01325	bappig, bäppig	bappig, bäppig	Adjektiv	4.	weich, vom Wein	['weich', 'vom Wein']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EP02080	Position	Position	Substantiv	2.	ein gewöhnliches Trinkglas voll Schnaps	['ein gewöhnliches Trinkglas voll Schnaps']	kein_Trinken										kein_Trinken
EP02169	Buschong	Buschong	Substantiv		Korkstöpsel, Pfropfen	['Korkstöpsel', 'Pfropfen']	kein_Trinken										kein_Trinken
EP02333	Gebot	Gebot	Substantiv	5.	beim Zutrinken scherzh. für frz. à votre santé in Verbind. mit dem kurzen à la vôtre in Alle Gebot Santé! wohl bekomm's!	"[""beim Zutrinken scherzh. für frz. à votre santé in Verbind. mit dem kurzen à la vôtre in Alle Gebot Santé! wohl bekomm's!""]"	kein_Trinken										kein_Trinken
EP02361	Butëll(e)	Butëlle, Butëll	Substantiv	1.	Flasche	['Flasche']	kein_Trinken			Flasche	kein_Trinken						kein_Trinken
EP02366	Schnapsbutëll	Schnapsbutëll	Substantiv		Schnapsflasche	['Schnapsflasche']	kein_Trinken			Schnapsflasche	kein_Trinken						kein_Trinken
EP02376	Butik	Butik	Substantiv	3.	kleine, unsaubere Wirtschaft	['kleine', 'unsaubere Wirtschaft']	kein_Trinken										kein_Trinken
EP02415	Harbütel	Harbütel	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EP02545	bitzelëcht, bitzlig	bitzelëcht, bitzlig	Adjektiv	2.	prickelnd, vom Wein	['prickelnd', 'vom Wein']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
EP02699	Bettpfann(e)	Bettpfanne, Bettpfann	Substantiv	1.	Bettflasche	['Bettflasche']	kein_Trinken			Bettflasche	kein_Trinken						kein_Trinken
EP02814	pfutlen, pfuttlen	pfutlen, pfuttlen	Verb	1.	quallern, mit Geräusch hervordringen (wie Wasser aus einer Flasche)	['quallern', 'mit Geräusch hervordringen (wie Wasser aus einer Flasche)']	kein_Trinken										kein_Trinken
EP03009	pflätschen	pflätschen	Verb	3.	Wein und Branntwein heimlich verkaufen	['Wein und Branntwein heimlich verkaufen']	kein_Trinken										kein_Trinken
EP03844	Brënner, Brenner 	Brënner, Brenner	Substantiv	1.	Branntweinbrenner	['Branntweinbrenner']	kein_Trinken			Branntweinbrenner	kein_Trinken						kein_Trinken
EP03849	Brënnet 	Brënnet	Substantiv	1.	soviel Branntwein man auf einmal brennen kann	['soviel Branntwein man auf einmal brennen kann']	kein_Trinken										kein_Trinken
EP03894	Brand	Brand	Substantiv	7.	Rausch	['Rausch']	kein_Trinken	Brand	Durst	Rausch	kein_Trinken						Durst
EP03894	Brand	Brand	Substantiv	6.	Inhalt eines Kessels, beim Destillieren von Branntwein	['Inhalt eines Kessels', 'beim Destillieren von Branntwein']	kein_Trinken	Brand	Durst								Durst
EP03894	Brand	Brand	Substantiv	10.	lokal: Gelände, wo guter Wein wächst	['lokal: Gelände', 'wo guter Wein wächst']	kein_Trinken	Brand	Durst								Durst
EP03930	Brenz, Brënz	Brenz, Brënz	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
EQ00056	Quast	Quast	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ER00069	Ribo(tt)	Ribott, Ribo	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ER00383	regalieren	regalieren	Verb	1.	bewirten, die Zeche bezahlen	['bewirten, die Zeche bezahlen']	kein_Trinken										kein_Trinken
ER00383	regalieren	regalieren	Verb	2.	sich durch Speise und Trank laben, sich's wohl schmecken lassen, sich an einer Lieblingsspeise satt essen	"['sich durch Speise und Trank laben', ""sich's wohl schmecken lassen"", 'sich an einer Lieblingsspeise satt essen']"	kein_Trinken										kein_Trinken
ER00670	Rämpes	Rämpes	Substantiv	2.	leichter Rausch	['leichter Rausch']	kein_Trinken										kein_Trinken
ER01207	rösch	rösch	Adjektiv	2.	vom Wein, sauer	['vom Wein', 'sauer']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
ER01209	Rusch I	Rusch	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ER01508	Ratzer	Ratzer	Substantiv	2.	saurer Geschmack beim Wein	['saurer Geschmack beim Wein']	kein_Trinken										kein_Trinken
ES00043	Sabel	Sabel	Substantiv	3.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ES00046	Schleifsabel	Schleifsabel	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ES00047	Schleppsabel	Schleppsabel	Substantiv	2.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ES00139	versuechen	versuechen	Verb	3.	kosten	['kosten']	kein_Trinken			kosten	kein_Trinken						kein_Trinken
ES00281	ab sufen	ab sufen	Verb	1.	durch übermässiges Trinken seine Gesundheit untergraben	['durch übermässiges Trinken seine Gesundheit untergraben']	kein_Trinken										kein_Trinken
ES00283	bsoffen	bsoffen	Adjektiv	1.	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
ES00287	versufen	versufen	Verb	2.	durch Trinken verprassen	['durch Trinken verprassen']	kein_Trinken										kein_Trinken
ES00288	versoffen	versoffen	Adjektiv	3.	den Trinker kennzeichnend	['den Trinker kennzeichnend']	kein_Trinken										kein_Trinken
ES00288	versoffen	versoffen	Adjektiv	1.	ertrunken	['ertrunken']	kein_Trinken			ertrunken	kein_Trinken						kein_Trinken
ES00300	Vollsufer	Vollsufer	Substantiv		Säufer allg.	['Säufer allg.']	kein_Trinken										kein_Trinken
ES00302	Suffus	Suffus	Substantiv		Säufer, Lump	['Säufer', 'Lump']	kein_Trinken										kein_Trinken
ES00308	suffig	suffig	Adjektiv		gut zum Trinken, trinkbar	['gut zum Trinken', 'trinkbar']	kein_Trinken										kein_Trinken
ES00485	Dudelsack	Dudelsack	Substantiv	5.	Betrunkener	['Betrunkener']	kein_Trinken			Betrunkener	kein_Trinken						kein_Trinken
ES00529	Schnappsack	Schnappsack	Substantiv	3.	Innere Tasche in Rock oder Weste, wohin man Gegenstände steckt, die man nicht gern verlieren will, u. a. auch die Schnapsflasche	['Innere Tasche in Rock oder Weste', 'wohin man Gegenstände steckt, die man nicht gern verlieren will', 'u. a. auch die Schnapsflasche']	kein_Trinken										kein_Trinken
ES00572	Katzenseckel	Katzenseckel	Substantiv	2.	Trunkenbold	['Trunkenbold']	kein_Trinken			Trunkenbold	kein_Trinken						kein_Trinken
ES00668	sëlig, selig	sëlig, selig	Adjektiv	1.	glücklich, bes. im Rausch	['glücklich', 'bes. im Rausch']	kein_Trinken										kein_Trinken
ES01041	Milchsupp(e)	Milchsuppe, Milchsupp	Substantiv	1.	Suppe aus Milch	['Suppe aus Milch']	kein_Trinken										kein_Trinken
ES01273	Kaffeesatz	Kaffeesatz	Substantiv		Bodensatz in der Kaffeekanne oder –tasse	['Bodensatz in der Kaffeekanne oder –tasse']	kein_Trinken										kein_Trinken
ES01280	an setzen	an setzen	Verb	4.	anstellen, Schnaps, Essig u. Dergl.	['anstellen', 'Schnaps', 'Essig u. Dergl.']	kein_Trinken					Schnaps	anstellen; Essig u. Dergl.	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
ES01714	schicker	schicker	Adjektiv		betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
ES01766	schël 	schël	Adjektiv	4.	hellrot gefärbt, vom Wein	['hellrot gefärbt', 'vom Wein']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
ES01770	schiel	schiel	Adjektiv	2.	hellrot, vom Wein; frz	['hellrot', 'vom Wein', 'frz']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
ES01823	Schild	Schild	Substantiv	1.	Schild am Wirtshaus	['Schild am Wirtshaus']	kein_Trinken										kein_Trinken
ES01924	scheneros, schenerös	scheneros, schenerös	Adjektiv	2.	zurückhaltend im Essen und Trinken	['zurückhaltend im Essen und Trinken']	kein_Trinken										kein_Trinken
ES02012	in schënken	in schënken	Verb		einschenken, von Getränken	['einschenken', 'von Getränken']	kein_Trinken								Getränk	Getränk	Getränk
ES02013	us schënken	us schënken	Verb		Getränke ausschenken	['Getränke ausschenken']	kein_Trinken										kein_Trinken
ES02186	Schërben, Schirben, Schirmen	Schërben, Schirben, Schirmen	Substantiv	3.	Milchtopf von 1 Lit. Inhalt	['Milchtopf von 1 Lit. Inhalt']	kein_Trinken										kein_Trinken
ES02246	Schassör	Schassör	Substantiv	3.	du hast einen Affen, bist betrunken	['du hast einen Affen', 'bist betrunken']	kein_Trinken										kein_Trinken
ES02278	Bettschisser	Bettschisser	Substantiv	3.	zottige, schwarze Rotwein-Traube	['zottige', 'schwarze Rotwein-Traube']	kein_Trinken										kein_Trinken
ES02536	Winschluch	Winschluch	Substantiv	2.	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
ES02601	schlifen	schlifen	Verb	5.	leicht angetrunken sein	['leicht angetrunken sein']	kein_Trinken								antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
ES02687	Schlegel	Schlegel	Substantiv	5.	grosse, hohe Flasche; Demin. kleines Hohlmass für Hülsenbohnen	['grosse', 'hohe Flasche', 'Demin. kleines Hohlmass für Hülsenbohnen']	kein_Trinken										kein_Trinken
ES02725	Schluck	Schluck	Substantiv	1.	Schluck, Zug	['Schluck', 'Zug']	kein_Trinken										kein_Trinken
ES02739	Gschlamassel(s)	Gschlamassels, Gschlamassel	Substantiv	6.	die Zeche	['die Zeche']	kein_Trinken										kein_Trinken
ES02764	Schlamper	Schlamper	Substantiv	2.	grosse, blaue Traubenart, die selten reif wird. Der Wein erhält durch sie eine gefällige Farbe	['grosse', 'blaue Traubenart, die selten reif wird. Der Wein erhält durch sie eine gefällige Farbe']	kein_Trinken										kein_Trinken
ES03158	Schmier(e)	Schmiere, Schmier	Substantiv	5.	Zeche	['Zeche']	kein_Trinken			Zeche	kein_Trinken						kein_Trinken
ES03172	schmieren	schmieren	Verb	3.	den Wein verfälschen	['den Wein verfälschen']	kein_Trinken										kein_Trinken
ES03420	an schnallen	an schnallen	Verb	2.	aufbürden, eine Lüge oder auch die Zeche im Wirtshaus	['aufbürden', 'eine Lüge oder auch die Zeche im Wirtshaus']	kein_Trinken										kein_Trinken
ES03508	schnäpslen	schnäpslen	Verb	2.	intr. nach Schnaps riechen	['intr. nach Schnaps riechen']	kein_Trinken										kein_Trinken
ES03509	verschnäpslen	verschnäpslen	Verb		in Schnaps vertrinken	['in Schnaps vertrinken']	kein_Trinken										kein_Trinken
ES03510	Schnapser	Schnapser	Substantiv		Schnapstrinker	['Schnapstrinker']	kein_Trinken			Schnapstrinker	kein_Trinken						kein_Trinken
ES03804	schwëblen, schwëflen 	schwëblen, schwëflen	Verb	1.	schwefeln, vom Wein	['schwefeln', 'vom Wein']	kein_Trinken								Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
ES03849	geschwullen, geschwollen 	geschwullen, geschwollen	Adjektiv	3.	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
ES03888	Schwan	Schwan	Substantiv		Wirtshausschild	['Wirtshausschild']	kein_Trinken			Wirtshausschild	kein_Trinken						kein_Trinken
ES04354	Spitz, Spitzen	Spitz, Spitzen	Substantiv	8.	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
ES04428	gesprickelt 	gesprickelt	Adjektiv	2.	leicht angetrunken und darum nicht recht bei Sinnen	['leicht angetrunken und darum nicht recht bei Sinnen']	kein_Trinken								antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
ES04430	gespricklig 	gespricklig	Substantiv	2.	verklärt, vom Gesicht nach einem besseren Rausch	['verklärt', 'vom Gesicht nach einem besseren Rausch']	kein_Trinken										kein_Trinken
