xml:id	Lemma	Wortart	Level	Definition	Konzept
CR00636	rum	m.		herum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CR00660	Runding	f.		Runde	Getränk
CS00052	Saft	f.		u. n. Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft
CS00054	säften	intr. v.		Saft oder Flüssigkeit durchlassen, durchsickern	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft
CS00166	Saubolle			Schweinekot	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00162	Saubirschde		a)	Schweineborsten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00175	Saustall		a)	Schweinestall	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00177	Sau-dreck		1.	Schweinekot	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00197	säzen	intr. v.		nach Urin oder saurer Milch riechen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS00208	Schächer	m.	1.	Judenmetzger	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00221	schäden		2.	gerinnen, von der Milch, wobei sich Käsestoff u. Milchwasser trennen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS00229	schaffen		2.	in die Höhe steigen, gären vom Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00279	Schampanjer	m.		allg. Champagnerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
CS00327	Scharlacher	m.		Schnaps, sog. nach der Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS00409	Schellee	m.		Sehweinskäse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00422	schenen	tr. v.		(den Wein) klären	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS00441	schepplen	intr. v.		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken
CS00468	schicker	adj.		betrunken	Getränk
CS00650	Schlauder-wasser	n.		dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
CS00742	schlirpsen	intr. v.	1.	schlürfen beim Trinken	Trinken
CS00772	schlotzen	tr. v.	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken
CS00787	Schlupp I		2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS00789	schluppen	intr. v.		einen Schluck tun, zechen	Trinken.Alkohol_trinken
CS00790	schlurben	intr. v.	2.	schlürfen, geräuschvoll trinken	Trinken
CS00792	Schluri	m.	2.	Spitzname für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
CS00821	Schmant	m.		Rahm auf der gekochten Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS00824	schmatzen	tr. v.	2.	mit Wohlbehagen trinken	Trinken
CS00907	Schnaps	m.		wie hd. Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS00912	Schapskessel		b)	Schnapsnase	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01000	Schnik	m.		Fusel, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01001	Schnikert	m.		Schnapstrinker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01028	schnorren	intr. v.	1.	schnurren, sausen z. B. von Maschinen, vom Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01029	Schnorres	m.	2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01059	schnurren	intr. v.		schnurren, sausen, von Maschinen, vom Wasser usw	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01070	schocken	intr. v.		anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	Trinken
CS01115	Schorbacher	m.		gewöhnlicher Kartoffelschnaps, der in	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01117	schores	n.		betrunken	Getränk
CS01144	schrampen,	intr. v.		schrumpfen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01290	schwabbeln	intr. v.		sich hin u. her bewegen (vom Fett, Wasser u. dgl	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01349	schwenken	tr. v.	2.	spülen, durch Schwenken im Wasser reinigen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01349	schwenken	tr. v.	3.	jemanden durch Spendung geistiger Getränke zu gewinnen suchen	Getränk
CS01415	Seidel	m.		u. n. Getränk- u. Flüssigkeitsmaß, die Halbe	Getränk
CS01418	Seih	f.		Seihe, feines Sieb für Kaffee, Milch u. dgl	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
CS01470	Sentimeter	m.		Zentimeter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS01478	Ser-wasser	n.		weiches Wasser (urspr. schwach fließendes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01494	Setz-wo	f.		Wasserwage	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01524	sifflen	tr. v.		anhaltelnd u. viel trinken (meist ironisch	Trinken
CS01563	Sirop	m.		Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink
CS01713	Spenn	f.	1.	Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS01735	Spiel	n.	4.	Musikinstrument	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01822	Spreb	m.	2.	Krammetsvogel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CS01837	Spret	m.	1.	Sprit, Spiritus, schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS01847	Spritz	f.	2.	Wasserguß	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01858	Spruddel	m.		Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS01859	spruddlen	intr. v.	1.	hervorsprudeln	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS02218	Strach		3.	f. soviel auf einmal an Milch gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS02255	Strechersch	f.		die Menge Milch, die beim einmaligen Melken erzeugt wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS02304	strichen		2.	melken (die Milch durch streichen aus den Zitzen ziehen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CS02357	Strump	m.		Strumpf	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS02358	Strump-bändel	n.		Strumpfband	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CS02438	Sudel-wasser			Spülwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS02441	sudlen	tr. v.	4.	mit den Händen im Wasser arbeiten	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CS02444	Suff	f.		steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs	Getränk
CS02448	suffen	tr. u. intr.		saufen	Trinken.Alkohol_trinken
CS02450	Sufferei	f.		Säuferei, anhaltendes Trinken, Trinkgelage	Trinken.Alkohol_trinken
CU00094	Ule-watz	m.		Wildschwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CU00208	us-gen	tr. v.	2.	bei der Ernte, Wein- u. Obstlese ergiebig sein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CU00222	us-leren	tr. v.	1.	ausleeren, entleeren, ausschütten (Wasser aus einem Gefäß, Kartoffeln aus einem Sack	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CU00244	us-schwenken	tr. v.		fast allg. ausspülen, durch Schwenken im Wasser reinigen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CU00253	us-suffen			fast allg. leer saufen	Trinken.Alkohol_trinken
CW00077	Wampen	m.	2.	Rumpf	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CW00092	wänen	intr. v.		weinen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00094	Wangert			Weinberg	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00158	Wasserpurble			Wasserpocken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00150	Wasser	n.	1.	Spülwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00150	Wasser	n.	2.	wässeriger Kaffee, dünne Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
CW00150	Wasser	n.	1.	Weihwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00150	Wasser	n.	2.	in aller Frühe getrunkener Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CW00164	Wässich	f.		Molke, wässeriger Teil der Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
CW00168	Wät	f.		Untiefe im Wasser zur Pferdeschwemme u. Viehtränke	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00173	watschlen	intr. v.	2.	mit den Armen im Wasser herumrühren	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00368	Wierd	m.		Werder, wasserfreies Land; erhöhter Grund im Wasser eines Flusses od. Sees, der über dies hervorragt	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00386	Wih-wasser	n.	1.	Weihwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00386	Wih-wasser	n.	2.	Schnaps, der in der Frühe getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CW00400	Wild-su		1.	Wildschwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00407	Win	m.		Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00408	Winappel			Apfel, der sich bes. zur Bereitung von Obstwein eignet	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00409	Winblum			Weinschimmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00413	Wingart			Steueraufseher für Getränke, Steuerbote	Getränk
CW00415	Winstän			Weinstein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00433	Wingert	m.		Weinberg	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CW00439	Winkof	m.	1.	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Getränk
CW00444	Winscho	m.		Glühwein	Getränk.Kaltgetränk.Alkoholhaltiges_Heißgetränk
CW00472	Wirwel	m.		Wirbel, kreisförmige Bewegung in der Luft od. im Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
CW00478	Wisch	m.	4.	Wirtshausschild, Bier- oder Weinzeichen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
CZ00035	abZ-biddel			kleine Bütte, aus der das Wasser durch eine Öffnung herausfließt, die mittels eines aZfens verschlossen werden kann. Der Schnapstrinker antwortet auf die Frage, wieviel Schnaps er wünscht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
CZ00038	zappen		1.	Wein, Bier vom aZfen schenken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
CZ00136	Ziller	n.		Sehweinskäse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
CZ00202	Zuck	m.	1.	Zug, Ziehleistung, Zug beim Trinken	Trinken
CZ00261	Zwelfer	m.		ein Schnaps zu 12	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
